50
2
0.176262	0.795427	0.783061	0.631675	-0.928221	0.383515	-0.242638	0.037022	0.315903	-0.6123	-0.455367	0.437212	0.566007	0.700655	0.55049	-0.926671	-0.766613	0.502561	-0.521564	-0.490388	0.715251	0.899558	0.123374	-0.642439	0.540504	-0.015238	0.262506	0.678996	-0.077921	-0.00412	0.358822	0.301572	-0.46241	-0.865351	0.54289	-0.038032	-0.341587	0.021282	-0.472742	-0.378977	0.253707	0.1149	-0.362841	-0.210314	-0.484051	0.164482	-0.676743	0.196268	0.651647	-0.687217	
0.468601	-0.182713	0.557376	0.607941	0.572143	0.184574	0.328978	0.293135	-0.148727	0.027137	0.002516	-0.925832	0.416232	0.240861	0.555617	-0.081181	-0.240389	-0.416216	0.114458	-0.831673	0.262563	0.889141	0.782475	0.757165	-0.310497	0.406201	0.054675	0.318634	-0.463419	0.215534	-0.903685	0.391001	-0.401456	-0.668729	-0.335496	-0.669125	0.829276	-0.43195	-0.784785	-0.765996	0.511047	0.677789	-0.928926	-0.757112	0.782016	0.030184	0.848838	0.162485	0.546513	-0.154646	
0.65093	-0.229191	-0.291308	-0.143843	-0.20987	0.689259	-0.252352	-0.256838	-0.168114	-0.150911	0.32561	-0.620448	0.444957	-0.492678	0.925348	-0.734678	0.613593	-0.290009	-0.830723	0.462338	0.993202	-0.980814	-0.524853	-0.07615	0.530518	0.945007	0.831894	0.174894	-0.111249	-0.117848	0.387983	0.453282	0.469466	-0.231559	0.890792	0.587339	-0.484371	0.272974	0.690281	-0.98445	-0.845927	0.97885	0.58193	0.473775	0.73278	-0.538492	-0.788996	0.485871	-0.049687	0.519306	
-0.028014	-0.448132	-0.236433	0.352403	0.472942	0.941209	0.362725	-0.019096	-0.743194	0.007662	-0.180662	-0.488805	0.236132	0.790029	0.335005	0.151707	0.297441	0.922154	0.728738	0.565458	-0.377793	-0.456172	0.914761	0.032885	-0.165149	0.277726	0.379055	0.536973	-0.114291	0.902629	0.065583	-0.372877	-0.592956	0.970695	-0.064322	0.405858	-0.690792	0.461999	0.321172	0.472857	0.813379	0.586633	-0.210061	0.844311	-0.918109	0.588684	0.675943	0.083853	0.260744	0.944968	
-0.205105	0.007079	-0.039896	0.419838	-0.964704	-0.87279	-0.766053	0.66177	-0.387524	0.226588	0.107103	0.574286	0.649339	0.638425	-0.887032	0.78067	0.903563	-0.557762	0.549946	-0.169672	-0.07265	0.362794	0.865557	0.715131	0.916405	0.267207	-0.866778	0.742817	-0.278258	0.278929	0.814799	0.014099	0.718494	0.993606	0.996934	-0.407153	-0.494081	-0.564446	-0.066877	0.753328	-0.122979	-0.568512	-0.013243	0.85007	-0.774108	-0.226993	-0.202506	-0.384088	-0.890074	-0.57696	
0.873906	-0.519425	-0.970287	-0.147808	0.242739	-0.277842	0.917909	-0.696058	0.902884	-0.042834	0.614864	0.265868	-0.641353	-0.925681	0.893233	0.780358	0.462069	-0.082508	-0.160008	0.678425	-0.032406	-0.195069	-0.239247	0.892923	0.305729	-0.661322	0.478463	-0.239588	0.613544	-0.254801	-0.586229	-0.01884	-0.61536	-0.631484	-0.398498	0.184335	-0.007768	0.833304	0.293732	-0.739071	0.629388	-0.57434	-0.916565	-0.300782	0.394668	-0.4735	-0.360327	0.915813	0.968068	0.27292	
0.505815	0.924489	0.650123	-0.559517	-0.523782	-0.378596	0.961018	0.277641	0.809837	-0.972615	0.533403	-0.991204	-0.913424	-0.990261	-0.586101	-0.341063	0.91929	0.817764	0.169031	0.62301	-0.935739	0.512136	-0.831556	-0.647305	0.859572	-0.479717	0.591665	0.059159	0.402871	0.381224	-0.047253	0.437732	-0.485709	-0.356268	0.597915	-0.898558	-0.472514	-0.584047	-0.555072	0.323763	-0.753932	-0.212266	0.225198	-0.358604	-0.368534	0.21264	0.666398	-0.166282	-0.903423	0.769291	
0.737967	-0.264945	0.269647	-0.091789	0.423594	-0.740682	-0.825179	0.913397	0.754078	-0.687801	-0.694259	-0.248409	-0.748398	0.749767	0.818108	-0.891536	0.861468	0.75546	0.657086	0.321988	-0.726228	-0.185343	0.88187	-0.367689	-0.709533	-0.663843	0.056954	-0.961507	0.354733	-0.781287	-0.254056	-0.729954	0.33757	-0.516753	0.407928	0.256557	-0.310135	-0.909732	0.998831	0.285054	-0.985956	0.494759	-0.233304	-0.911687	-0.574206	0.798821	-0.605063	-0.817715	-0.579081	0.98607	
0.258881	0.134023	0.081282	0.714629	0.067605	0.331511	0.603472	0.903719	-0.924161	-0.461079	0.531919	0.155394	-0.261033	0.363166	0.233857	-0.359297	0.452215	-0.55254	0.719965	-0.944127	0.241138	0.304677	0.318424	0.602086	-0.325901	-0.981201	0.703167	0.594098	0.025118	0.742005	-0.189796	0.688413	0.451555	0.259159	0.964859	0.961717	0.734039	-0.275652	-0.966926	0.761293	-0.917789	-0.305149	-0.448692	0.999337	-0.548103	-0.441034	-0.289053	-0.837556	0.102124	-0.859884	
0.225156	-0.862951	0.728748	0.915452	-0.238322	0.209408	-0.194224	0.620925	-0.8016	0.930082	0.739383	0.065788	0.280516	0.61022	-0.021378	-0.385834	-0.641165	0.467944	0.38913	0.05393	0.843533	-0.45778	-0.407749	-0.403629	-0.301198	0.393174	-0.736803	0.287945	0.396151	-0.9784	-0.562089	-0.947902	-0.432785	-0.761622	-0.439556	0.174084	-0.943535	-0.937877	0.254022	0.229259	-0.398645	-0.285153	0.119192	-0.184882	-0.752993	0.961569	0.846063	0.692408	-0.959567	-0.815318	
-0.807991	0.184638	0.261932	0.526439	0.450368	0.482416	-0.790943	0.099834	0.436902	-0.463318	-0.44071	-0.287414	-0.140858	-0.606677	-0.653411	-0.881688	0.728068	-0.009552	-0.470933	-0.970728	0.271787	-0.384992	0.297106	-0.025044	0.885942	0.248466	-0.041883	0.999063	0.562594	-0.845039	-0.801125	-0.057264	0.461505	0.131918	-0.623645	-0.206085	-0.715438	-0.655681	-0.762061	0.546378	0.357305	-0.086377	-0.989251	0.356188	0.806435	0.818722	0.559095	0.31031	-0.971951	0.654865	
0.631888	0.068715	0.718453	0.873367	-0.424985	-0.664896	-0.037293	-0.474617	-0.326643	0.310625	0.178648	-0.494042	0.08673	-0.372037	-0.923803	0.512543	0.938741	-0.869662	-0.540443	-0.478411	0.765476	-0.633092	-0.862852	-0.324158	0.340165	-0.14166	-0.245612	-0.623653	0.945534	0.050262	0.757046	0.339378	-0.720469	0.8104	0.012254	-0.896692	0.065903	-0.506394	0.552441	-0.29915	-0.674431	0.934727	-0.714882	0.453768	0.438728	0.799013	-0.182511	-0.981814	-0.249917	-0.416067	
-0.729656	0.542987	0.138408	0.998665	-0.953306	-0.387199	0.879248	-0.718497	0.395836	-0.022397	-0.703849	0.252105	0.658271	0.105381	-0.584922	-0.437379	0.55202	0.783387	0.591662	0.872262	-0.40848	-0.448473	-0.276147	-0.786571	-0.71635	0.019516	-0.767766	0.633266	0.460104	-0.863141	0.234153	-0.277769	0.461571	0.23606	0.99317	0.844339	-0.945785	0.099639	-0.497667	0.220527	-0.851091	-0.310601	0.14387	0.287701	-0.718342	-0.425727	0.262575	-0.656274	-0.533395	-0.39467	
0.756095	-0.968179	0.378838	-0.197989	0.728206	0.075613	-0.950853	-0.373443	-0.897042	-0.629851	0.620689	-0.162639	-0.997008	-0.029287	0.6868	0.967169	-0.871041	0.930562	0.176975	-0.309753	-0.036926	0.708845	0.33642	0.525802	-0.766125	-0.706967	-0.170019	-0.192323	0.349379	-0.251037	0.937111	-0.377395	-0.916685	0.442308	0.655723	-0.240032	0.551172	-0.935146	0.741946	0.582371	0.880172	0.907116	-0.684632	-0.631922	-0.87072	0.921816	-0.373521	0.923325	0.359445	-0.388298	
-0.730536	0.252107	0.718877	-0.87597	-0.792161	-0.620273	-0.806312	-0.915775	0.806216	0.272133	0.79971	0.268477	-0.59755	0.768531	-0.234769	-0.880056	-0.617934	0.369213	-0.66587	0.375125	-0.663131	0.366098	0.460277	0.874035	0.378186	-0.291439	0.726918	-0.198557	-0.306026	0.459482	-0.717604	0.147908	-0.151143	-0.087507	0.329913	-0.733617	0.083992	-0.289124	0.395177	0.07022	-0.339903	-0.686999	-0.233223	-0.550622	-0.114416	0.107924	0.446014	-0.864018	0.74052	-0.227774	
0.03406	0.897969	0.467346	0.176193	-0.419137	0.656281	0.703909	-0.298374	0.287788	0.773851	0.320642	-0.476175	-0.747467	0.389726	-0.421782	0.82013	-0.566508	0.485978	0.720413	-0.113968	-0.894168	0.42133	-0.602664	-0.728454	0.056314	0.297275	-0.344469	0.200613	-0.747956	0.098043	0.236203	0.595951	0.640274	-0.643069	0.587973	0.078179	-0.868375	-0.092671	-0.966439	0.670808	0.626762	-0.512229	0.571728	0.954472	0.046121	0.235697	0.010839	-0.145656	-0.355823	0.354511	
-0.185584	-0.978298	0.494215	0.086911	0.828946	0.539333	-0.802386	-0.290937	0.501518	-0.53602	-0.229386	0.711777	-0.211416	-0.246872	0.976066	-0.30205	-0.346835	0.686377	-0.60823	-0.151109	-0.733145	-0.388875	-0.500876	0.112946	0.599926	0.541769	0.261672	0.024253	-0.235001	0.965949	0.86509	0.324433	0.096269	-0.383004	0.503326	-0.123681	-0.623522	0.686578	0.270172	-0.425411	-0.926322	-0.78136	0.32487	-0.318536	0.923676	-0.372487	-0.37233	-0.26425	0.218641	-0.399249	
-0.459776	-0.129098	-0.247823	0.656196	-0.073798	0.288928	0.324491	0.382355	-0.775617	-0.790063	0.350881	0.823062	-0.948373	-0.850188	0.549196	-0.200279	-0.50962	0.051102	0.668882	0.521091	-0.070571	0.54988	-0.742827	-0.535411	0.919597	-0.916411	-0.62335	-0.801177	-0.95931	-0.256959	-0.253803	-0.630444	0.203916	-0.905689	-0.442195	0.085689	-0.839323	-0.128729	-0.063369	-0.916615	0.717365	0.071355	-0.424722	-0.615258	0.038554	0.417506	0.104497	-0.318132	-0.832126	-0.466579	
-0.093839	-0.706056	0.655336	-0.621483	0.179206	0.756578	0.59196	0.419503	0.749821	0.406422	-0.87661	-0.106603	-0.07854	-0.194074	-0.88308	0.29237	0.823567	-0.219756	-0.889363	-0.123639	0.209275	-0.608588	0.096652	-0.290969	0.484786	-0.413051	-0.000978	0.616176	-0.494974	0.889941	0.047979	-0.086309	0.128711	-0.105678	0.294436	0.35848	-0.637324	-0.853325	-0.87592	-0.752809	0.416335	-0.643367	0.559886	0.911417	-0.464895	-0.349648	0.504579	-0.837331	-0.901808	0.220863	
0.630372	0.311116	0.568427	-0.444222	0.964469	0.721322	-0.995696	0.098617	-0.683735	-0.861664	-0.026943	0.911693	-0.586668	-0.620585	-0.790642	-0.44341	0.192312	-0.588161	0.110236	-0.862991	0.322061	0.975063	0.182418	-0.772677	-0.139785	-0.68588	-0.37502	0.834749	-0.56896	-0.846666	-0.729795	-0.599813	0.066438	-0.033053	-0.42013	-0.570973	0.263147	-0.352149	-0.889743	0.742876	0.692624	0.565815	-0.130696	-0.998952	0.328535	0.984377	0.512075	-0.401627	-0.476575	0.937958	
0.508923	0.182668	-0.782615	-0.194293	-0.460648	0.146151	0.833709	-0.620431	0.888698	0.640384	-0.540723	0.395808	0.402501	0.140378	-0.103911	-0.334377	-0.783963	-0.757072	-0.159265	-0.327006	-0.220824	-0.396162	-0.37547	-0.927589	-0.242157	-0.978838	-0.285903	-0.833684	0.41079	0.632387	-0.474937	-0.235068	0.7942	-0.125782	0.684375	0.70445	-0.753289	-0.699922	-0.571957	-0.986167	0.0697	-0.716927	0.995098	0.326292	-0.379986	-0.744511	0.094988	-0.940943	-0.310578	0.859753	
0.158236	0.286682	0.114643	-0.385982	0.774921	0.521282	-0.500488	0.297368	-0.75341	0.016797	-0.650461	0.518701	-0.012591	-0.490704	-0.213417	-0.982615	-0.40752	-0.535328	0.68303	-0.114077	0.312895	-0.839318	0.438697	0.15103	0.154261	-0.496644	-0.666091	0.350001	-0.644971	0.449434	0.557585	0.513038	0.1418	-0.430181	-0.780789	0.204332	0.334823	-0.734875	-0.932681	-0.213703	-0.871356	-0.929416	-0.540545	-0.20389	-0.593639	0.062065	-0.306638	-0.889602	-0.049472	-0.270223	
0.240665	0.075039	0.515076	-0.139732	0.10529	-0.993388	-0.031472	-0.781959	0.50549	0.167052	-0.126459	-0.476827	0.10109	0.753814	-0.79971	-0.645807	-0.19124	-0.956933	-0.990916	-0.279417	-0.360412	0.97733	0.892529	0.865344	0.75023	0.923886	0.999886	0.621913	0.398674	0.54339	0.215293	0.77188	0.346009	-0.249449	-0.079454	-0.825638	-0.017104	-0.788375	0.512223	0.053346	0.170696	0.027544	-0.873579	0.535286	-0.440647	-0.150607	0.713871	0.757232	-0.820635	0.850729	
0.575154	0.499463	-0.267393	0.531631	-0.132736	0.82244	0.681929	0.448683	-0.023723	-0.919127	-0.083969	0.540592	-0.871394	0.160425	-0.16847	-0.202466	0.72908	-0.406165	0.903599	-0.254283	-0.279002	-0.816479	0.456525	0.532142	0.618332	0.718733	-0.207641	-0.883637	0.55418	-0.968615	-0.887747	-0.690194	-0.428518	-0.963756	-0.256841	-0.597416	0.841227	-0.453566	0.02329	-0.71825	-0.230718	0.189244	0.419796	0.939589	0.114951	0.142919	-0.648882	0.5445	-0.289163	0.868122	
-0.657968	-0.237668	-0.298038	0.352847	-0.9149	0.95836	-0.709293	-0.03299	0.548489	0.447677	0.463616	-0.39859	-0.51495	0.265452	0.02535	0.502598	-0.604564	0.761016	0.246671	0.446164	-0.304178	-0.634872	0.196551	0.486698	0.49194	-0.249435	-0.747027	0.394797	-0.504133	0.719215	-0.351787	-0.680435	-0.938241	0.889233	-0.563393	0.003352	-0.639438	0.227462	0.315161	0.7165	-0.184738	-0.702281	-0.272692	0.016161	0.552116	-0.660325	-0.100303	0.225099	0.507791	-0.178058	
-0.452442	0.487687	0.262243	0.847751	0.500127	-0.333633	-0.045649	0.122693	-0.1825	0.907493	-0.028132	0.033082	0.801312	-0.766756	0.99274	0.420407	0.363667	-0.871769	0.585173	-0.100898	0.018849	0.815573	0.232786	0.323776	0.182867	0.595845	-0.653463	0.423025	-0.088135	-0.219746	-0.33368	0.509475	-0.014129	-0.838665	0.069284	0.315193	-0.893401	0.230036	0.354715	0.508313	-0.974314	-0.17681	0.285836	-0.66854	-0.309914	0.691792	0.143877	0.424517	-0.422015	-0.12793	
-0.646783	0.968487	0.918298	0.583494	-0.739462	-0.492889	0.39984	-0.713303	-0.877887	0.40462	0.90013	0.359801	0.729593	0.585394	-0.177488	0.771308	-0.98755	-0.062782	-0.487803	0.19352	0.480757	-0.692432	0.601624	-0.855196	0.84233	-0.405176	0.523932	-0.89152	-0.451635	0.066214	-0.877963	-0.00363	-0.78444	0.731664	0.089454	-0.04409	-0.858513	0.764269	-0.336209	-0.458471	-0.707837	-0.681682	-0.118395	-0.984749	0.815445	0.981609	-0.478581	-0.222625	-0.444861	0.965097	
